"# Program:featureCounts v2.0.0; Command:""featureCounts"" ""-T"" ""2"" ""-a"" ""/home/mahogny/mystore/ref_genome/pberghei/PlasmoDB-46_PbergheiANKA.gtf"" ""-o"" ""count.csv"" ""samp376_S376_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp49_S49_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp50_S50_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp51_S51_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp58_S58_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp59_S59_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp60_S60_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp61_S61_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp62_S62_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp63_S63_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp64_S64_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp65_S65_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp75_S75_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp76_S76_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp77_S77_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp78_S78_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp79_S79_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp80_S80_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam""";;;;;;;;;;;;;;;;;;;;;;;
Geneid;Chr;Start;End;Strand;Length;samp376_S376_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp49_S49_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp50_S50_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp51_S51_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp58_S58_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp59_S59_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp60_S60_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp61_S61_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp62_S62_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp63_S63_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp64_S64_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp65_S65_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp75_S75_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp76_S76_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp77_S77_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp78_S78_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp79_S79_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp80_S80_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam
PBANKA_1135500;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1333297;1333775;1333950;1334082;1334322;1334474;1334706;1334844;1335001;1335234;1335582";"1333466;1333840;1333994;1334169;1334360;1334549;1334740;1334903;1335069;1335336;1335589";"-;-;-;-;-;-;-;-;-;-;-";759;637;104;98;221;128;135;169;32;121;67;7;0;9;24;37;16;37;6
PBANKA_1135600;PbANKA_11_v3;1336373;1339426;+;3054;2388;229;404;275;354;290;287;128;411;203;25;0;2;19;21;28;46;15
PBANKA_1135700;"PbANKA_11_v3;PbANKA_11_v3";"1341209;1341800";"1341648;1342895";"-;-";1536;2135;267;291;287;256;337;349;115;356;166;27;4;17;169;152;89;162;32
PBANKA_1135800;PbANKA_11_v3;1345777;1346268;+;492;770;40;54;1;13;86;54;63;51;21;2;0;4;4;1;0;0;0
PBANKA_1135900;PbANKA_11_v3;1347948;1357499;+;9552;2254;504;287;403;546;683;499;151;328;192;16;0;10;4;2;6;14;4
PBANKA_1136000;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1358282;1358547;1358764";"1358408;1358656;1359117";"+;+;+";591;459;138;130;62;26;104;23;46;18;28;8;0;6;0;4;0;0;0
PBANKA_1136100;PbANKA_11_v3;1360268;1365577;+;5310;4182;735;543;437;356;618;441;214;585;224;21;0;9;64;38;22;40;10
PBANKA_1136200;PbANKA_11_v3;1366625;1367158;-;534;938;72;166;124;55;168;98;23;135;47;6;0;2;8;6;4;28;5
PBANKA_1136300;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1368206;1368418;1368883;1369352";"1368246;1368679;1369044;1369429";"-;-;-;-";543;641;99;151;84;52;130;88;17;99;40;7;0;2;25;20;16;21;0
PBANKA_1136400;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1370190;1370375;1370539;1370701;1370863;1371075;1371461";"1370246;1370448;1370601;1370765;1370962;1371337;1371609";"-;-;-;-;-;-;-";771;923;160;41;159;50;377;129;37;93;80;5;4;17;45;34;14;23;14
PBANKA_1136500;PbANKA_11_v3;1372493;1373620;-;1128;528;105;30;110;115;113;59;21;73;76;7;0;0;7;0;3;6;2
PBANKA_1136600;PbANKA_11_v3;1374320;1375279;+;960;524;70;8;68;51;57;63;35;66;48;4;0;4;13;4;9;19;2
PBANKA_1136700;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1376352;1376505;1376783;1377137;1377428;1377799;1378287;1378705;1379181;1380394;1380835;1381293;1381841;1387351";"1376396;1376633;1377046;1377311;1377580;1378140;1378527;1378961;1380244;1380692;1381054;1381696;1387102;1387510";"+;+;+;+;+;+;+;+;+;+;+;+;+;+";9015;5983;671;768;617;731;990;662;466;699;387;33;0;24;8;24;11;20;7
PBANKA_1136900;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1388670;1390514;1390854;1392154;1392735";"1389733;1390666;1391945;1392545;1392772";"-;-;-;-;-";2739;2535;99;307;130;260;200;187;157;124;100;13;0;10;6;10;0;3;3
PBANKA_1137000;PbANKA_11_v3;1396544;1399993;+;3450;3671;331;556;481;428;711;406;294;435;219;21;6;132;517;402;181;450;95
PBANKA_1137100;PbANKA_11_v3;1400640;1402841;-;2202;1795;319;211;373;207;477;389;168;310;176;26;0;0;16;15;4;21;3
PBANKA_1137200;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1405856;1408565;1408781;1409042;1409479";"1408338;1408650;1408901;1409115;1409543";"+;+;+;+;+";2829;7890;860;880;738;533;909;752;350;722;325;45;0;19;44;33;13;29;14
PBANKA_1137300;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1411084;1415474;1415679;1415936;1416145;1416467";"1415367;1415527;1415768;1416034;1416248;1417007";"+;+;+;+;+;+";5172;3172;509;628;521;298;448;360;254;575;245;30;1;61;56;46;24;41;14
PBANKA_1137400;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1417838;1418124;1418298;1418458;1418582;1418736;1418911;1419113;1419359;1419597";"1418002;1418187;1418363;1418499;1418620;1418780;1418992;1419218;1419476;1419619";"+;+;+;+;+;+;+;+;+;+";750;322;86;85;54;102;115;48;24;65;36;3;0;0;9;11;1;5;3
PBANKA_1137500;"PbANKA_11_v3;PbANKA_11_v3";"1419861;1420183";"1420075;1420399";"-;-";432;263;44;14;0;52;69;56;51;63;13;2;0;0;0;2;2;0;0
PBANKA_1137600;PbANKA_11_v3;1422207;1422611;-;405;375;135;110;0;17;58;86;10;61;39;3;0;0;7;4;2;4;0
PBANKA_1137700;"PbANKA_11_v3;PbANKA_11_v3";"1424152;1425155";"1424783;1425200";"+;+";678;1168;41;58;70;175;100;74;52;156;35;5;2;8;51;33;24;53;14
PBANKA_1137800;"PbANKA_11_v3;PbANKA_11_v3";"1426696;1427015";"1426711;1434816";"+;+";7818;11689;1149;1461;1334;1089;1189;1170;662;1390;809;73;0;56;51;24;0;2;0
PBANKA_1137900;PbANKA_11_v3;1435506;1436330;-;825;1023;110;122;187;76;203;73;31;92;55;6;0;9;73;76;50;97;18
PBANKA_1138000;PbANKA_11_v3;1439323;1439919;+;597;1034;100;166;222;152;265;97;22;153;78;8;4;83;113;71;65;63;22
PBANKA_1138100;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1440742;1440919;1441131;1441317;1441672;1442089;1442265";"1440833;1440992;1441224;1441509;1441875;1442159;1442358";"-;-;-;-;-;-;-";822;692;128;142;82;115;69;131;14;95;85;7;2;214;28;20;2;10;2
PBANKA_1138200;PbANKA_11_v3;1444288;1445715;-;1428;4146;268;400;495;331;311;259;134;271;264;19;2;2;39;42;34;69;8
PBANKA_1138300;PbANKA_11_v3;1447240;1447821;+;582;482;26;26;50;17;183;63;12;64;81;3;2;19;92;38;33;84;18
PBANKA_1138400;PbANKA_11_v3;1449769;1455537;+;5769;3423;426;340;763;551;320;461;271;564;227;16;1;38;54;32;15;39;8
PBANKA_1138500;"PbANKA_11_v3;PbANKA_11_v3";"1456903;1458038";"1457887;1459194";"+;+";2142;944;94;84;137;157;130;131;74;99;114;7;0;4;12;7;4;13;2
PBANKA_1138600;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1459786;1460509;1460783";"1460281;1460616;1461045";"+;+;+";867;919;39;121;108;58;106;33;57;132;54;8;1;6;3;15;6;6;0
PBANKA_1138700;PbANKA_11_v3;1463862;1468115;+;4254;1814;140;242;132;272;316;233;146;165;134;8;0;9;123;83;94;107;28
PBANKA_1138800;"PbANKA_11_v3;PbANKA_11_v3";"1469598;1471782";"1471601;1475894";"+;+";6117;1519;289;252;360;190;162;197;119;246;140;13;0;8;9;10;0;10;2
PBANKA_1138900;"PbANKA_11_v3;PbANKA_11_v3";"1476741;1480244";"1480069;1481483";"+;+";4569;824;136;152;171;245;162;200;78;147;118;13;1;11;5;2;3;9;0
PBANKA_1139000;PbANKA_11_v3;1482059;1485421;+;3363;957;234;236;114;151;358;278;136;179;85;15;3;4;18;24;9;23;11
PBANKA_1139100;"PbANKA_11_v3;PbANKA_11_v3";"1486136;1489200";"1488959;1489336";"+;+";2961;1002;114;172;170;169;31;180;84;140;67;6;0;8;19;15;8;21;6
PBANKA_1139200;"PbANKA_11_v3;PbANKA_11_v3";"1489661;1491121";"1490935;1491171";"-;-";1326;339;37;16;35;24;110;24;39;89;36;1;0;2;24;15;20;34;4
PBANKA_1139300;"PbANKA_11_v3;PbANKA_11_v3";"1491812;1492696";"1492515;1492753";"+;+";762;436;28;65;27;86;152;85;10;47;18;4;0;0;15;10;8;12;4
PBANKA_1139400;"PbANKA_11_v3;PbANKA_11_v3";"1493194;1495883";"1495736;1495889";"-;-";2550;882;120;68;123;139;107;243;55;111;65;4;0;0;6;7;2;4;2
PBANKA_1139500;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1496819;1499064;1499266";"1498924;1499129;1499328";"+;+;+";2235;951;137;84;221;161;221;171;83;122;103;3;0;0;15;10;4;10;5
PBANKA_1139600;PbANKA_11_v3;1499968;1500510;-;543;138;21;9;1;11;12;11;44;26;3;0;0;0;0;0;0;0;1
PBANKA_1139700;PbANKA_11_v3;1501401;1503410;+;2010;1430;149;87;60;176;171;276;65;239;102;16;0;4;16;16;34;35;7
PBANKA_1139800;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1504549;1505575;1505807;1505973;1506233;1506483;1506608;1506827;1507039;1507234;1507543;1507693";"1505460;1505687;1505898;1506083;1506354;1506529;1506741;1506904;1507117;1507358;1507607;1507794";"+;+;+;+;+;+;+;+;+;+;+;+";1980;835;75;148;178;121;282;252;56;112;54;1;0;24;9;8;2;0;0
PBANKA_1139900;PbANKA_11_v3;1509699;1510238;+;540;340;0;40;3;65;96;49;14;44;45;5;0;11;53;38;10;11;12
PBANKA_1140000;PbANKA_11_v3;1512435;1514762;+;2328;1338;160;212;255;113;281;173;133;212;107;16;0;6;3;4;5;14;0
PBANKA_1140100;PbANKA_11_v3;1515798;1521284;-;5487;4322;304;524;306;511;570;408;288;469;217;24;1;24;103;99;65;93;25
PBANKA_1140200;PbANKA_11_v3;1523050;1526502;-;3453;1755;246;217;74;195;187;151;80;257;170;8;0;7;8;10;2;18;4
PBANKA_1140300;PbANKA_11_v3;1528408;1537218;+;8811;1467;374;218;286;340;292;288;128;284;115;6;2;21;52;22;20;70;19
PBANKA_1140400;PbANKA_11_v3;1538502;1540037;+;1536;553;120;32;31;78;116;133;21;43;49;8;0;1;7;4;3;6;0
PBANKA_1140500;PbANKA_11_v3;1540867;1543326;+;2460;1221;84;92;206;66;215;168;69;174;66;12;0;7;14;16;3;30;4
PBANKA_1140600;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1543939;1544158;1544319;1544587;1544753;1544995;1545215";"1544004;1544232;1544402;1544646;1544834;1545102;1545357";"-;-;-;-;-;-;-";618;253;52;42;131;47;98;35;12;53;35;1;0;10;13;21;34;39;12
PBANKA_1140700;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1546240;1547123;1547381;1547636";"1546945;1547228;1547467;1547786";"-;-;-;-";1050;624;176;50;81;23;219;113;40;208;121;3;0;0;10;0;2;2;6
PBANKA_1140800;PbANKA_11_v3;1548423;1549355;+;933;147;77;0;46;22;43;49;0;21;24;6;1;2;19;12;24;5;0
PBANKA_1140900;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1549614;1549962;1550136";"1549794;1550049;1550214";"-;-;-";348;619;66;101;77;89;92;103;30;55;77;5;0;0;33;23;19;37;1
PBANKA_1141000;PbANKA_11_v3;1551132;1551287;+;156;23;8;0;0;19;14;15;13;1;13;0;0;5;26;8;17;15;6
PBANKA_1141100;PbANKA_11_v3;1551875;1553929;-;2055;359;54;0;34;111;1;91;37;97;79;3;0;6;8;14;8;9;4
PBANKA_1141200;PbANKA_11_v3;1555076;1556641;-;1566;426;102;54;30;65;118;160;42;67;26;14;0;2;2;0;6;14;4
PBANKA_1141300;"PbANKA_11_v3;PbANKA_11_v3";"1557536;1557857";"1557610;1558981";"+;+";1200;866;67;99;72;108;116;212;46;106;54;0;0;4;8;2;7;16;2
PBANKA_1141400;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1559982;1561061;1561264;1561413;1561567;1561729;1562002";"1560919;1561109;1561332;1561472;1561626;1561833;1562361";"+;+;+;+;+;+;+";1641;1125;120;101;207;265;184;234;76;163;142;12;0;31;16;4;0;6;0
PBANKA_1141500;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1562736;1562995;1563180";"1562893;1563051;1564095";"-;-;-";1131;889;135;67;95;126;160;90;82;139;111;6;0;65;40;46;10;26;1
PBANKA_1141600;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1566994;1567168;1567950";"1567014;1567806;1568645";"+;+;+";1356;480;52;112;14;28;96;37;80;34;82;8;0;8;22;2;4;0;11
PBANKA_1141700;"PbANKA_11_v3;PbANKA_11_v3";"1569534;1570105";"1569713;1570311";"-;-";387;339;90;48;0;84;136;49;16;23;38;7;2;483;583;314;330;402;101
PBANKA_1141800;PbANKA_11_v3;1571984;1572268;+;285;118;23;20;0;1;103;4;18;9;3;0;0;1;1;0;0;2;0
PBANKA_1141900;"PbANKA_11_v3;PbANKA_11_v3";"1573519;1573875";"1573626;1574150";"+;+";384;284;25;0;23;18;46;57;19;45;16;0;0;6;3;4;0;0;0
PBANKA_1142000;PbANKA_11_v3;1575122;1575565;+;444;337;32;25;28;49;0;20;10;0;11;0;0;0;2;1;0;2;0
PBANKA_1142100;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1576020;1584325;1585138;1586223";"1584183;1584392;1586089;1587091";"-;-;-;-";10053;1344;415;128;301;335;479;273;96;314;163;9;0;10;45;30;18;60;2
PBANKA_1142300;PbANKA_11_v3;1589536;1592931;-;3396;716;209;118;40;178;163;149;136;119;61;2;1;1;11;11;5;8;9
PBANKA_1142400;PbANKA_11_v3;1595656;1596105;+;450;1124;146;86;50;63;65;171;74;101;64;2;1;0;38;30;34;48;19
PBANKA_1142500;PbANKA_11_v3;1597251;1598891;-;1641;833;126;75;158;62;92;102;42;148;97;4;0;7;14;23;10;61;11
PBANKA_1142600;PbANKA_11_v3;1600758;1601753;+;996;87;11;24;44;42;68;49;36;55;29;7;0;1;6;6;2;6;0
PBANKA_1142700;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1601919;1602128;1602366;1602502;1602779;1602943;1603176;1603450;1603702;1604014;1604194";"1601993;1602251;1602405;1602668;1602849;1603020;1603340;1603557;1603849;1604106;1604195";"-;-;-;-;-;-;-;-;-;-;-";1071;633;101;73;140;172;110;140;112;115;37;1;0;18;53;18;6;32;10
PBANKA_1142800;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1607797;1608067;1608546;1609920";"1607836;1608213;1609823;1610263";"+;+;+;+";1809;767;199;154;80;132;129;145;97;172;30;10;0;6;85;51;67;100;17
PBANKA_1142900;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1611474;1611603;1611835;1612039;1612355";"1611509;1611743;1611900;1612181;1612457";"-;-;-;-;-";489;443;136;69;82;119;104;144;65;89;29;5;2;13;120;62;65;77;13
PBANKA_1143000;PbANKA_11_v3;1613550;1614662;+;1113;2528;254;332;370;310;312;241;98;149;71;10;2;6;31;34;39;40;18
PBANKA_1143100;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1615871;1616811;1617258";"1616678;1617076;1617326";"+;+;+";1143;260;74;1;64;84;67;112;32;130;34;6;0;4;2;6;2;5;0
PBANKA_1143200;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1617471;1617754;1617942;1618277";"1617607;1617841;1618127;1618861";"-;-;-;-";996;321;24;16;0;23;107;38;20;46;32;6;2;2;1;4;0;6;0
PBANKA_1143300;PbANKA_11_v3;1620156;1623134;+;2979;416;180;64;24;112;135;102;37;114;85;4;3;3;30;24;26;41;17
PBANKA_1143400;"PbANKA_11_v3;PbANKA_11_v3";"1624312;1625261";"1625110;1625532";"+;+";1071;616;132;43;62;124;78;98;54;108;46;4;0;26;100;44;19;82;13
PBANKA_1143500;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1626239;1626833;1627186";"1626616;1626923;1627391";"-;-;-";675;457;102;46;118;48;52;83;19;39;28;5;0;0;0;2;2;0;0
PBANKA_1143600;PbANKA_11_v3;1628404;1632060;+;3657;3021;271;334;448;445;421;442;180;365;207;21;0;39;96;81;98;169;35
PBANKA_1143700;PbANKA_11_v3;1633458;1637375;+;3918;1961;239;258;401;174;324;120;98;120;183;30;0;5;4;6;2;6;2
PBANKA_1143800;PbANKA_11_v3;1638791;1639558;+;768;275;27;54;30;56;83;80;25;41;10;4;0;4;17;12;4;8;2
PBANKA_1143900;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1640118;1640317;1640465;1640747";"1640230;1640343;1640644;1640801";"-;-;-;-";375;274;6;40;122;56;73;45;7;47;42;1;0;4;2;10;0;10;2
PBANKA_1144000;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1641745;1641865;1642850";"1641773;1642627;1642993";"-;-;-";936;1821;137;249;168;304;348;258;96;349;100;5;6;18;51;58;72;96;13
PBANKA_1144100;"PbANKA_11_v3;PbANKA_11_v3";"1644725;1644940";"1644750;1646773";"-;-";1860;1819;200;222;198;155;335;229;131;216;93;6;0;9;8;20;10;9;6
PBANKA_1144200;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1648680;1649039;1649330;1649777;1650073;1650273";"1648733;1649146;1649606;1649850;1650144;1650374";"+;+;+;+;+;+";687;260;34;40;10;61;130;53;9;88;45;2;0;6;21;14;7;23;0
PBANKA_1144300;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1650469;1650759;1650906;1651126;1651447;1651864";"1650604;1650818;1651004;1651274;1651552;1652252";"-;-;-;-;-;-";939;745;110;89;91;127;158;117;73;130;124;14;0;4;17;12;23;48;3
PBANKA_1144400;PbANKA_11_v3;1653421;1655916;+;2496;558;27;50;100;79;131;131;38;142;45;17;0;0;29;16;28;22;7
PBANKA_1144500;PbANKA_11_v3;1656446;1656724;-;279;120;13;18;10;56;51;14;4;72;19;1;2;0;11;2;7;9;3
PBANKA_1144600;PbANKA_11_v3;1658001;1659485;-;1485;817;152;182;123;115;248;156;94;89;134;13;0;0;29;16;30;22;10
PBANKA_1144700;PbANKA_11_v3;1660850;1665343;-;4494;3079;356;148;517;426;589;476;207;314;201;23;2;8;22;20;6;28;0
PBANKA_1144800;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1667290;1667620;1667865";"1667323;1667704;1668831";"+;+;+";1086;1055;115;44;96;107;91;237;28;135;54;12;0;49;45;42;32;30;2
PBANKA_1144900;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1670260;1670614;1671649;1672765;1673071";"1670330;1671381;1672570;1672932;1673409";"+;+;+;+;+";2268;679;90;144;83;170;328;206;59;160;81;21;3;30;29;27;10;37;7
PBANKA_1145000;PbANKA_11_v3;1674151;1675422;-;1272;256;12;71;38;72;144;78;20;45;16;5;0;11;4;2;2;6;0
PBANKA_1145100;PbANKA_11_v3;1676722;1683030;+;6309;3157;234;535;378;451;468;449;305;613;214;41;6;3;24;42;21;35;10
PBANKA_1145200;"PbANKA_11_v3;PbANKA_11_v3";"1683556;1683798";"1683671;1684989";"-;-";1308;418;30;60;40;187;138;54;33;76;77;4;0;2;2;1;1;2;4
PBANKA_1145300;"PbANKA_11_v3;PbANKA_11_v3";"1686395;1686644";"1686490;1694542";"+;+";7995;2629;306;308;292;321;681;358;182;402;210;17;0;8;7;14;20;14;0
PBANKA_1145400;"PbANKA_11_v3;PbANKA_11_v3";"1695042;1696559";"1696403;1696630";"-;-";1434;1384;237;286;79;159;147;178;26;175;74;4;0;6;20;23;8;18;11
PBANKA_1145500;"PbANKA_11_v3;PbANKA_11_v3";"1698595;1701548";"1701361;1701960";"+;+";3180;1138;292;207;226;179;401;278;190;313;142;19;0;0;48;38;30;76;14
PBANKA_1145600;PbANKA_11_v3;1702903;1705566;-;2664;1683;307;443;319;234;398;267;169;330;145;15;0;4;26;32;24;64;8
PBANKA_1145700;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1706752;1707037;1707297;1707746";"1706902;1707119;1707511;1707824";"-;-;-;-";528;530;100;28;152;95;135;194;47;114;83;7;0;0;12;4;4;5;1
PBANKA_1145721;PbANKA_11_v3;1709617;1709690;+;74;268;450;266;157;475;636;666;237;547;276;32;0;0;0;0;0;0;0
PBANKA_1145731;PbANKA_11_v3;1710206;1710277;-;72;409;372;558;407;531;496;574;307;424;349;33;0;0;0;0;0;0;0
PBANKA_1145741;PbANKA_11_v3;1711012;1711085;+;74;594;458;670;489;389;424;431;130;366;232;16;0;0;4;2;0;2;2
PBANKA_1145751;PbANKA_11_v3;1711676;1711747;-;72;272;345;404;200;305;329;562;114;352;212;15;0;0;0;0;0;0;0
PBANKA_1145761;PbANKA_11_v3;1712161;1712231;+;71;232;109;183;120;146;76;184;15;213;68;7;0;0;0;0;0;0;0
PBANKA_1145800;"PbANKA_11_v3;PbANKA_11_v3";"1714536;1715203";"1714949;1715328";"+;+";540;2532;319;453;621;377;311;336;203;387;220;13;0;2;2;3;4;0;0
PBANKA_1145900;"PbANKA_11_v3;PbANKA_11_v3";"1716485;1717212";"1716952;1717580";"+;+";837;2718;260;661;570;370;383;342;81;219;211;10;162;220;258;348;373;442;254
PBANKA_1146000;"PbANKA_11_v3;PbANKA_11_v3";"1719210;1720696";"1720535;1721298";"-;-";1929;2064;222;253;103;270;349;248;107;312;204;14;0;0;0;0;0;0;0
PBANKA_1146100;PbANKA_11_v3;1722628;1723209;-;582;177;2;0;2;0;28;13;3;0;2;0;0;0;0;0;0;0;0
PBANKA_1146200;"PbANKA_11_v3;PbANKA_11_v3";"1726015;1726211";"1726086;1726798";"+;+";660;1109;71;196;184;71;239;140;50;70;50;6;0;0;0;2;0;0;0
PBANKA_1146241;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1730022;1730173;1730824;1731064";"1730036;1730822;1730974;1731129";"+;+;+;+";882;331;24;60;27;12;80;43;27;54;35;4;0;0;0;0;0;0;0
PBANKA_1146261;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1733877;1734002;1736379";"1733891;1736293;1736690";"+;+;+";2619;3666;393;783;417;436;532;598;235;485;168;16;0;0;0;0;0;0;0
PBANKA_1146400;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1738510;1738661;1739588";"1738524;1739500;1739653";"+;+;+";921;288;145;62;32;8;32;46;62;84;41;0;0;0;0;0;0;0;0
PBANKA_1146600;"PbANKA_11_v3;PbANKA_11_v3";"1741855;1742098";"1741923;1742772";"+;+";744;153;96;55;18;66;53;80;6;49;19;2;0;0;0;0;0;0;0
PBANKA_1146700;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1745894;1746045;1747052";"1745908;1746965;1747138";"+;+;+";1023;284;154;53;43;132;64;124;54;111;36;3;0;0;0;0;0;0;0
PBANKA_1146721;"PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3";"1749542;1749695;1750596";"1749556;1750510;1750676";"+;+;+";912;276;42;58;0;60;12;71;34;68;16;4;0;0;0;0;0;1;0
