id	new_id	description	old_id	gene_name	transcript_length
2855	PBANKA_1105500	mediator of RNA polymerase II transcription subunit 11, putative	PBANKA_110550	MED11	390
2856	PBANKA_1105600	conserved Plasmodium protein, unknown function	PBANKA_110560		744
2857	PBANKA_1105700	60S ribosomal subunit protein L24, putative	PBANKA_110570		615
2858	PBANKA_1105800	TATA-box binding protein, putative	PBANKA_110580	TBP	858
2859	PBANKA_1105900	conserved protein, unknown function	PBANKA_110590		1011
2860	PBANKA_1106000	conserved Plasmodium protein, unknown function	PBANKA_110600		345
2861	PBANKA_1106100	conserved Plasmodium protein, unknown function	PBANKA_110610		8901
2862	PBANKA_1106200	histone deacetylase, putative	PBANKA_110620		1173
2863	PBANKA_1106300	GTPase-activating protein, putative	PBANKA_110630		1752
2864	PBANKA_1106400	transcription factor 25, putative	PBANKA_110640	TCF25	2583
2865	PBANKA_1106500	rhomboid protease ROM4	PBANKA_110650	ROM4	1827
2866	PBANKA_1106600	conserved protein, unknown function	PBANKA_110660		315
2867	PBANKA_1106700	60S ribosomal protein L4, putative	PBANKA_110670	RPL4	1236
2868	PBANKA_1106800	subtilisin-like protease 3, putative	PBANKA_110680	SUB3	1779
2869	PBANKA_1106900	PIMMS2 protein	PBANKA_110690	PIMMS2	2511
2870	PBANKA_1107000	subtilisin propeptide-like protein, putative	PBANKA_110700	SUB1-ProM	462
2871	PBANKA_1107100	subtilisin-like protease 1	PBANKA_110710	SUB1	1800
2872	PBANKA_1107200	protein CAF40, putative	PBANKA_110720	CAF40	2034
2873	PBANKA_1107300	nuclear protein localization protein 4, putative	PBANKA_110730	NPL4	1551
2874	PBANKA_1107400	conserved protein, unknown function	PBANKA_110740		3159
2875	PBANKA_1107500	conserved Plasmodium protein, unknown function	PBANKA_110750		357
2876	PBANKA_1107600	6-cysteine protein	PBANKA_110760	P38	1062
2877	PBANKA_1107700	SET domain protein, putative	PBANKA_110770	SET9	4962
2878	PBANKA_1107800	longevity-assurance (LAG1) protein, putative	PBANKA_110780		1074
2879	PBANKA_1107900	triose phosphate transporter	PBANKA_110790	TPT	1026
2880	PBANKA_1108000	conserved protein, unknown function	PBANKA_110800		1173
2881	PBANKA_1108000	conserved protein, unknown function	PBANKA_110800		1095
2882	PBANKA_1108100	ND6 protein, putative	PBANKA_110810	ND6	6978
2883	PBANKA_1108200	conserved protein, unknown function	PBANKA_110820		663
2884	PBANKA_1108300	pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative	PBANKA_110830	PRP5	3996
2885	PBANKA_1108400	single-stranded DNA-binding protein, putative	PBANKA_110840	SSB	825
2886	PBANKA_1108500	protein AAP6, putative	PBANKA_110850		7647
2887	PBANKA_1108600	alpha-soluble NSF attachment protein, putative	PBANKA_110860		897
2888	PBANKA_1108700	structural maintenance of chromosomes protein 4	PBANKA_110870	SMC4	4329
2889	PBANKA_1108800	leucine-rich repeat protein	PBANKA_110880	LRR2	1089
2890	PBANKA_1108900	conserved Plasmodium protein, unknown function	PBANKA_110890		417
2891	PBANKA_1109000	RNA polymerase I, putative	PBANKA_110900		7743
2892	PBANKA_1109100	ERCC4 domain-containing protein, putative	PBANKA_110910		1014
2893	PBANKA_1109200	asparagine--tRNA ligase, putative	PBANKA_110920		1941
2894	PBANKA_1109300	conserved Plasmodium protein, unknown function	PBANKA_110930		1113
2895	PBANKA_1109400	phosphatidylinositol 4-kinase beta, putative	PBANKA_110940	PI4KB	4659
2896	PBANKA_1109500	NSE4 domain-containing protein, putative	PBANKA_110950		1005
2897	PBANKA_1109600	conserved Plasmodium protein, unknown function	PBANKA_110960		2019
2898	PBANKA_1109700	KH domain-containing protein, putative	PBANKA_110970		5793
2899	PBANKA_1109800	peptidyl-prolyl cis-trans isomerase, putative	PBANKA_110980	CYP87	2208
2900	PBANKA_1109900	stripes inner membrane complex protein, putative	PBANKA_110990	SIP	738
2901	PBANKA_1110000	PDCD2 domain-containing protein, putative	PBANKA_111000		1341
2902	PBANKA_1110100	topoisomerase I, putative	PBANKA_111010		2646
2903	PBANKA_1110121	tRNA Leucine	NA		80
2904	PBANKA_1110200	conserved Plasmodium protein, unknown function	PBANKA_111020		1029
2905	PBANKA_1110300	WD repeat-containing protein, putative	PBANKA_111030;PBANKA_111040		1911
2906	PBANKA_1110350	small nucleolar RNA snoR04	PBANKA_111035		153
2907	PBANKA_1110500	translationally-controlled tumor protein homolog	PBANKA_111050	TCTP	516
2908	PBANKA_1110600	conserved Plasmodium protein, unknown function	PBANKA_111060		369
4284	PBANKA_1349100	MSP7-like protein	PBANKA_134910	MSP7	1008
2909	PBANKA_1110700	stearoyl-CoA desaturase, putative	PBANKA_111070	SCD	2829
2910	PBANKA_1110800	MORN repeat protein, putative	PBANKA_111080		4086
2911	PBANKA_1110900	conserved Plasmodium protein, unknown function	PBANKA_111090		1710
2912	PBANKA_1111000	RNA pseudouridylate synthase, putative	PBANKA_111110;PBANKA_111100		28671
2913	PBANKA_1111200	apical rhoptry neck protein, putative	PBANKA_111120	ARNP	528
2914	PBANKA_1111300	EKC/KEOPS complex subunit CGI121, putative	PBANKA_111130	CGI121	543
2915	PBANKA_1111400	inositol-3-phosphate synthase, putative	PBANKA_111140	INO1	1824
2916	PBANKA_1111500	conserved Plasmodium protein, unknown function	PBANKA_111150		1944
2917	PBANKA_1111600	prefoldin subunit 6, putative	PBANKA_111160		360
2918	PBANKA_1111700	conserved protein, unknown function	PBANKA_111170		390
2919	PBANKA_1111800	glutathione synthetase	PBANKA_111180	GS	1878
2920	PBANKA_1111900	CDK-activating kinase assembly factor MAT1, putative	PBANKA_111190	MAT1	783
2921	PBANKA_1112000	conserved Plasmodium protein, unknown function	PBANKA_111200		675
2922	PBANKA_1112100	conserved Plasmodium protein, unknown function	PBANKA_111210		1944
2923	PBANKA_1112200	conserved Plasmodium protein, unknown function	PBANKA_111220		2460
2924	PBANKA_1112300	ras-related protein Rab-1B, putative	PBANKA_111230	RAB1b	603
2925	PBANKA_1112400	orotate phosphoribosyltransferase, putative	PBANKA_111240	OPRT	762
2926	PBANKA_1112500	conserved Plasmodium protein, unknown function	PBANKA_111250		4161
2927	PBANKA_1112600	AKAP-like protein, putative	PBANKA_111260	AKAL	798
2928	PBANKA_1112700	conserved protein, unknown function	PBANKA_111270		807
2929	PBANKA_1112800	conserved protein, unknown function	PBANKA_111280		756
2930	PBANKA_1112900	CPSF domain-containing protein, putative	PBANKA_111290		6498
2931	PBANKA_1113000	purine nucleoside phosphorylase, putative	PBANKA_111300	PNP	735
2932	PBANKA_1113100	GTP-binding protein YihA1, putative	PBANKA_111310		849
2933	PBANKA_1113200	mitochondrial import inner membrane translocase subunit TIM16, putative	PBANKA_111320	PAM16	375
2934	PBANKA_1113300	deoxyribodipyrimidine photo-lyase, putative	PBANKA_111330		2556
2935	PBANKA_1113400	secreted ookinete protein	PBANKA_111340	PSOP12	2166
2936	PBANKA_1113500	ras-related protein Rab-1A, putative	PBANKA_111350	RAB1a	621
2937	PBANKA_1113600	conserved protein, unknown function	PBANKA_111360		747
2938	PBANKA_1113700	tubulin--tyrosine ligase, putative	PBANKA_111370		1341
2939	PBANKA_1113800	ATP-dependent DNA helicase UvrD, putative	PBANKA_111380	UvrD	3273
2940	PBANKA_1113900	conserved Plasmodium protein, unknown function	PBANKA_111390		2232
2941	PBANKA_1114000	aspartate--tRNA ligase, putative	PBANKA_111400		3285
2942	PBANKA_1114051	tRNA Phenylalanine	NA		73
2943	PBANKA_1114100	conserved Plasmodium protein, unknown function	PBANKA_111410		648
2944	PBANKA_1114200	ribose-5-phosphate isomerase, putative	PBANKA_111420		717
2945	PBANKA_1114300	MORN repeat protein, putative	PBANKA_111430		4224
2946	PBANKA_1114400	inositol polyphosphate multikinase, putative	PBANKA_111440		3057
2947	PBANKA_1114500	conserved Plasmodium protein, unknown function	PBANKA_111450		1095
2948	PBANKA_1114600	pre-mRNA-splicing factor CWC2, putative	PBANKA_111460	CWC2	1941
2949	PBANKA_1114700	rhomboid protease ROM9	PBANKA_111470	ROM9	1410
2950	PBANKA_1114800	conserved Plasmodium protein, unknown function	PBANKA_111480		429
2951	PBANKA_1114900	phosphatidylinositol 3-kinase, putative	PBANKA_111490	PI3K	5334
2952	PBANKA_1115000	conserved protein, unknown function	PBANKA_111500		2019
2953	PBANKA_1115100	gametogenesis essential protein 1, putative	PBANKA_111510	GEP1	2727
2954	PBANKA_1115200	gamete egress protein GEP	PBANKA_111520	GEP	3417
2955	PBANKA_1115300	glideosome-associated protein 40, putative	PBANKA_111530	GAP40	1377
2956	PBANKA_1115400	BolA-like protein, putative	PBANKA_111540		255
2957	PBANKA_1115500	NLI interacting factor-like phosphatase	PBANKA_111550	NIF2	987
2958	PBANKA_1115600	conserved Plasmodium protein, unknown function	PBANKA_111560		462
2959	PBANKA_1115700	kinetochore protein NDC80	PBANKA_111570	NDC80	1770
2960	PBANKA_1115800	conserved Plasmodium protein, unknown function	PBANKA_111580		594
2961	PBANKA_1115900	conserved Plasmodium protein, unknown function	PBANKA_111590		3798
2962	PBANKA_1116000	TRAP-like protein	PBANKA_111600	TLP	3225
2963	PBANKA_1116100	conserved protein, unknown function	PBANKA_111610		1776
2964	PBANKA_1116200	ras GTPAse, putative	PBANKA_111620		1329
2965	PBANKA_1116300	malate:quinone oxidoreductase, putative	PBANKA_111630	MQO	1563
2966	PBANKA_1116400	conserved Plasmodium protein, unknown function	PBANKA_111640		3843
2967	PBANKA_1116500	mitochondrial import receptor subunit TOM40, putative	PBANKA_111650	TOM40	1185
2968	PBANKA_1116700	AP-2 complex subunit alpha, putative	PBANKA_111670;PBANKA_111660		3747
2969	PBANKA_1116800	BFR1 domain-containing protein, putative	PBANKA_111680		1347
2970	PBANKA_1116900	conserved Plasmodium protein, unknown function	PBANKA_111690		420
2971	PBANKA_1117000	histone H2A, putative	PBANKA_111700	H2A	402
2972	PBANKA_1117100	histone H3 variant, putative	PBANKA_111710	H3.3	411
2973	PBANKA_1117200	conserved Plasmodium protein, unknown function	PBANKA_111720		2457
2974	PBANKA_1117300	conserved Plasmodium protein, unknown function	PBANKA_111730		2046
2975	PBANKA_1117400	conserved protein, unknown function	PBANKA_111740		615
2976	PBANKA_1117500	ribosomal protein L27a, putative	PBANKA_111750		447
2977	PBANKA_1117600	LMBR1 domain-containing protein, putative	PBANKA_111760		1710
2978	PBANKA_1117700	malate dehydrogenase, putative	PBANKA_111770	MDH	942
2979	PBANKA_1117800	rhomboid protease ROM10	PBANKA_111780	ROM10	828
2980	PBANKA_1117900	trafficking protein particle complex subunit 6A, putative	PBANKA_111790		708
2981	PBANKA_1118000	heptatricopeptide repeat-containing protein, putative	PBANKA_111800		2898
2982	PBANKA_1118100	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1, putative	PBANKA_1118100;PBANKA_111810	GPI1	1593
2983	PBANKA_1118100	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1, putative	PBANKA_1118100;PBANKA_111810	GPI1	2031
2984	PBANKA_1118200	FPL domain-containing protein, putative	PBANKA_111820		4140
2985	PBANKA_1118300	conserved Plasmodium protein, unknown function	PBANKA_111830		987
2986	PBANKA_1118400	conserved Plasmodium protein, unknown function	PBANKA_111840		3225
2987	PBANKA_1118500	conserved Plasmodium protein, unknown function	PBANKA_111850		10014
2988	PBANKA_1118600	cell division cycle protein 48 homologue, putative	PBANKA_111860		2448
2989	PBANKA_1118700	acyl-CoA synthetase, putative	PBANKA_111870	ACS12	4056
2990	PBANKA_1118800	conserved Plasmodium protein, unknown function	PBANKA_111880		2193
2991	PBANKA_1118900	F-box protein FBXO1, putative	PBANKA_111890		1794
2992	PBANKA_1119000	conserved Plasmodium protein, unknown function	PBANKA_111900		6813
2993	PBANKA_1119100	splicing factor 3A subunit 2, putative	PBANKA_111910	SF3A2	696
2994	PBANKA_1119200	PIMMS43 protein	PBANKA_111920	PIMMS43	1053
2995	PBANKA_1119300	ATP synthase-associated protein, putative	PBANKA_111930		387
2996	PBANKA_1119400	conserved Plasmodium protein, unknown function	PBANKA_111940		816
2997	PBANKA_1119500	conserved Plasmodium protein, unknown function	PBANKA_111950		2550
2998	PBANKA_1119600	merozoite surface protein 10, putative	PBANKA_111960	MSP10	1344
2999	PBANKA_1119700	cleavage stimulation factor subunit 1, putative	PBANKA_111970		1722
3000	PBANKA_1119800	conserved Plasmodium protein, unknown function	PBANKA_111980		642
3001	PBANKA_1119900	DnaJ protein, putative	PBANKA_111990		1128
3002	PBANKA_1119921	tRNA Alanine	NA		72
3003	PBANKA_1119941	tRNA Leucine	NA		81
3004	PBANKA_1120000	conserved Plasmodium protein, unknown function	PBANKA_112000		2286
3005	PBANKA_1120100	conserved Plasmodium protein, unknown function	PBANKA_112010		3879
3006	PBANKA_1120200	pyridoxine biosynthesis protein PDX1, putative	PBANKA_112020	PDX1	894
3007	PBANKA_1120300	mRNA-binding protein PUF3, putative	PBANKA_112030	PUF3	1983
3008	PBANKA_1120400	inner membrane complex protein 1j, putative	PBANKA_112040	ALV7	1872
3009	PBANKA_1120500	ribonuclease P/MRP protein subunit RPP1, putative	PBANKA_112050	RPP1	1101
3010	PBANKA_1120551	tRNA Serine	NA		82
3011	PBANKA_1120600	RAP protein, putative	PBANKA_112060		4575
3012	PBANKA_1120700	nascent polypeptide-associated complex subunit alpha, putative	PBANKA_112070		558
3013	PBANKA_1120800	signal recognition particle subunit SRP68, putative	PBANKA_112080	SRP68	2112
3014	PBANKA_1120900	conserved Plasmodium protein, unknown function	PBANKA_112090		636
3015	PBANKA_1121000	conserved Plasmodium protein, unknown function	PBANKA_112100		4170
3016	PBANKA_1121100	radical SAM protein, putative	PBANKA_112110		2355
3017	PBANKA_1121200	vacuolar transporter chaperone, putative	PBANKA_112120		2400
3018	PBANKA_1121300	conserved protein, unknown function	PBANKA_112130		372
3019	PBANKA_1121400	RNA methyltransferase, putative	PBANKA_112140		1296
3020	PBANKA_1121500	cytochrome b-c1 complex subunit 9, putative	PBANKA_112150	QCR9	291
3021	PBANKA_1121600	conserved Plasmodium protein, unknown function	PBANKA_112160		1065
3022	PBANKA_1121700	leucine--tRNA ligase, putative	PBANKA_112170		3750
3023	PBANKA_1121800	AP2 domain transcription factor AP2-SP3	PBANKA_112180	AP2-SP3	6288
3024	PBANKA_1121900	chorismate synthase	PBANKA_112190	CS	1521
3025	PBANKA_1122000	nuclear polyadenylated RNA-binding protein NAB2, putative	PBANKA_112200	NAB2	2298
3026	PBANKA_1122100	ferredoxin--NADP reductase, putative	PBANKA_112210	FNR	1092
3027	PBANKA_1122200	EGF-like membrane protein, putative	PBANKA_112220		708
3028	PBANKA_1122300	MEI2-like RNA-binding protein, putative	PBANKA_112230	Mei2	1338
3029	PBANKA_1122400	superoxide dismutase [Fe], putative	PBANKA_112240	SOD2	810
3030	PBANKA_1122500	splicing factor-like protein 1, putative	PBANKA_112250		1833
3031	PBANKA_1122600	ATP-dependent RNA helicase SUV3, putative	PBANKA_112260	SUV3	2853
3032	PBANKA_1122700	tyrosine kinase-like protein, putative	PBANKA_112270	TKL4	5985
3033	PBANKA_1122800	ribonuclease H2 subunit A, putative	PBANKA_112280		867
3034	PBANKA_1122900	hexokinase, putative	PBANKA_112290	HK	1485
3035	PBANKA_1123000	conserved protein, unknown function	PBANKA_112300		837
3036	PBANKA_1123100	SURP domain-containing protein, putative	PBANKA_112310		600
3037	PBANKA_1123200	CPW-WPC family protein	PBANKA_112320		537
3038	PBANKA_1123300	conserved protein, unknown function	PBANKA_112330		1857
3039	PBANKA_1123400	anaphase-promoting complex subunit 11, putative	PBANKA_112340	APC11	261
3040	PBANKA_1123500	ISWI chromatin-remodeling complex ATPase, putative	PBANKA_112350	ISWI	7572
3041	PBANKA_1123600	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase, putative	PBANKA_112360	PIGL	741
3042	PBANKA_1123700	conserved Plasmodium protein, unknown function	PBANKA_112370		1449
3043	PBANKA_1123800	GAS8-like protein, putative	PBANKA_112380		1332
3044	PBANKA_1123900	sphingomyelin synthase 1, putative	PBANKA_112390	SMS1	1170
3045	PBANKA_1124000	sphingomyelin synthase 2, putative	PBANKA_112400	SMS2	1206
3046	PBANKA_1124100	conserved Plasmodium protein, unknown function	PBANKA_112410		1326
3047	PBANKA_1124200	DNA polymerase 1, putative	PBANKA_112420		3474
3048	PBANKA_1124300	conserved Plasmodium protein, unknown function	PBANKA_112430		1119
3049	PBANKA_1124400	conserved Plasmodium protein, unknown function	PBANKA_112440		999
3050	PBANKA_1124500	poly(A) polymerase PAP, putative	PBANKA_112450	PAP	1842
3051	PBANKA_1124600	conserved protein, unknown function	PBANKA_112460		291
3052	PBANKA_1124700	conserved Plasmodium protein, unknown function	PBANKA_112470		963
3053	PBANKA_1124800	conserved Plasmodium protein, unknown function	PBANKA_112480		4572
3054	PBANKA_1124900	oxidoreductase, putative	PBANKA_112490		1158
3055	PBANKA_1125000	conserved Plasmodium protein, unknown function	PBANKA_112500		1158
3056	PBANKA_1125100	3-oxoacyl-acyl-carrier protein synthase, putative	PBANKA_112510	FabB/FabF	1422
3057	PBANKA_1125200	CRAL/TRIO domain-containing protein, putative	PBANKA_112520		2529
3058	PBANKA_1125300	conserved Plasmodium protein, unknown function	PBANKA_112530		2721
3059	PBANKA_1125400	conserved Plasmodium protein, unknown function	PBANKA_112540		438
3060	PBANKA_1125500	ATPase, putative	PBANKA_112550		1107
3061	PBANKA_1125600	pyruvate kinase, putative	PBANKA_112560		1536
3062	PBANKA_1125650	non-coding RNA	PBANKA_112565		185
3063	PBANKA_1125700	ribosomal protein L46, mitochondrial, putative	PBANKA_112570		1119
3064	PBANKA_1125800	conserved Plasmodium protein, unknown function	PBANKA_112580		336
3065	PBANKA_1125900	ankyrin-repeat protein, putative	PBANKA_112590		5337
3066	PBANKA_1126000	E3 ubiquitin-protein ligase RNF5, putative	PBANKA_112600	RNF5	1398
3067	PBANKA_1126100	mitochondrial import inner membrane translocase subunit TIM22, putative	PBANKA_112610	TIM22	546
3068	PBANKA_1126200	protein DJ-1, putative	PBANKA_112620	DJ1	570
3069	PBANKA_1126300	conserved Plasmodium protein, unknown function	PBANKA_112630		1116
3070	PBANKA_1126400	transportin, putative	PBANKA_112640		3501
3071	PBANKA_1126500	acetyl-CoA synthetase, putative	PBANKA_112650	ACAS	2853
3072	PBANKA_1126600	ribonuclease P protein subunit p29, putative	PBANKA_112660	POP4	870
3073	PBANKA_1126700	6-pyruvoyltetrahydropterin synthase, putative	PBANKA_112670	PTPS	519
3074	PBANKA_1126800	HECT domain-containing protein 1, putative	PBANKA_112680	HECT1	26688
3075	PBANKA_1126900	eukaryotic translation initiation factor 2-alpha kinase	PBANKA_112690	PK4	7776
3076	PBANKA_1127000	choline/ethanolaminephosphotransferase	PBANKA_112700	CEPT	1173
3077	PBANKA_1127100	protease, putative	PBANKA_112710		1002
3078	PBANKA_1127200	conserved Plasmodium protein, unknown function	PBANKA_112720		909
3079	PBANKA_1127300	DNA methyltransferase 1-associated protein 1, putative	PBANKA_112730		1158
3080	PBANKA_1127400	conserved Plasmodium protein, unknown function	PBANKA_112740		1710
3081	PBANKA_1127500	glutamyl-tRNA(Gln) amidotransferase subunit B, putative	PBANKA_112750	GATB	2112
3082	PBANKA_1127600	glucosamine 6-phosphate N-acetyltransferase, putative	PBANKA_112760	GNA1	885
3083	PBANKA_1127700	nicotinate phosphoribosyltransferase, putative	PBANKA_112770	NAPRT	2070
3084	PBANKA_1127800	DnaJ protein, putative	PBANKA_112780		1140
